Job_ID,Role,Seniority,Emp_Type,Job function,Industries,Job_Des,Link
4190937770,Senior Executive - Marketing Analytics,Associate,Full-time,Marketing,"Technology, Information and Internet, Data Infrastructure and Analytics, and Advertising Services","Role OverviewWe are looking for an analytical, data-driven individual to help plan and execute the Meta media strategy for Nykaa Beauty & Nykaa Fashion’s content marketing verticals. The ideal candidate will have experience with tools like Meta Ads Manager, Meta Ads Library, and Social Analytics tools like Hootsuite/Social Bakers/Emplfi, along with a proven ability to execute successful campaigns and analyze performance data to optimize asset effectiveness. This role demands a balance of strategic insight, creativity, agility, strong problem-solving skills, and attention to detail to continuously refine and optimize spends, ensuring measurable results and optimum campaign results.Key ResponsibilitiesYou will be the primary SPOC to plan and execute digital marketing Campaigns for Fashion & Beauty along with crafting reports for Month-on-Month Performance and Key Campaigns.Planning & Executing Ads on Meta : Working closely with the Content Team, to assess and define objectives and execute ads to meet said objectives & targets. This includes setting up, monitoring, and adjusting campaigns within Meta Ads Manager, ensuring that budgets are optimized, and targeting strategies are aligned with content marketing goals Monthly Mapping of Competition & Trends Tracking : Conducting a thorough Competitive Analysis across Beauty + Fashion, while also identifying key trends, consumer behavior shifts, and innovations that could enhance Nykaa’s Content Marketing. This would be a cross-functional part of the role, which would ensure you work with teams across Social, SEO, and Site.Data & Reporting for Meta : You will be responsible for gathering, analyzing, and reporting key performance data for all Meta-based advertising campaigns as well as supporting organic performance data. This includes setting up dashboards on our Social Media Analytics tool & reporting accurate campaign metrics along with accurate benchmarking for an accurate analysis.Knowledge and Skill / Qualification Requirements2+ years of experience with Meta Ads & Proficiency with Microsoft Excel (Digital marketing / Ecommerce experience is a plus)Proven experience in Social Media Analytics, Reporting of Social Media DataAbility to assess the impact of spending, analyze data, and derive actionable insights & recommendations.Ability to understand metrics across the funnel like Reach, Impressions, CPM, CPV, CTR.Excellent communication and interpersonal skills.",https://www.linkedin.com/jobs/view/4190937770/
4185208623,Business Analyst,Mid-Senior level,Full-time,"Project Management, Analyst, and Engineering","Information Technology & Services, Staffing and Recruiting, and IT Services and IT Consulting","Job Title: Business OperationsJob Location: BangaloreShift Timings: 6:30 PM to 3:30 AM IST (US Shift)https://www.linkedin.com/showcase/collaberagtc/https://collabera.com/globaltalentcenter/https://www.collabera.com/https://www.youtube.com/@CollaberaGTC/videoshttps://instagram.com/collaberagtc?igshid=ZWQyN2ExYTkwZQ==Collabera, a leader in staffing Industry, is looking for Business Operations. Our employees work in fast paced, high energy work environment driven by our unique work culture that embraces competitiveness, passion and work hard-play hard approach to the fullest. Our clientele comprises of many Fortunes 100/500 organisations across various industry domains.This is an amazing opportunity for someone having the hunger to succeed and work with a reputed staffing firm. He/she is expected to verify and validate each document as per the client’s compliances and raise findings if he/she finds any document to be missing or incomplete resulting in non-compliance. Applicant is expected to work within tight timelines and ensure 100% accuracy and compliance.A highly skilled Non-IT Project Manager/Business Analyst with a robust understanding of technology, business, and project management background. The ideal candidate should possess exceptional problem-solving abilities, strong attention to detail, and a proactive approach to driving process improvements within our organization.Key Responsibilities:Project Management:Lead and coordinate technology and business projects from initiation to closure.Create and manage project plans, timelines, and budgets.Monitor project progress, risks, and issues and implement solutions as needed.Collaborate with cross-functional teams to ensure project success.Business Analysis:Gather and analyze business requirements and translate them into technical specifications.Conduct feasibility studies and impact assessments for proposed changes.Identify opportunities for process improvements and cost reduction.Data Analysis:Collect, analyze, and present data to support decision-making.Develop and maintain key performance indicators (KPIs) to measure project success.Collaborate with data analysts and data scientists to derive insights.Presentation Development:Create data-driven and visually appealing presentations for project updates and business reviews.Collaborate with individual stakeholders to ensure effective communication of project and analysis results.Process Improvement:Evaluate and optimize existing business processes.Propose and implement process changes to enhance efficiency and productivity.Document and communicate new processes to stakeholders.Qualifications:Bachelor's degree in business, Technology, or a related field (or equivalent experience).Proven experience in project management and business analysis, preferably in a technology-related environment.Strong proficiency in project management tools and methodologies.Exceptional analytical and problem-solving skills.Excellent written and verbal communication skills.Strong attention to detail and organizational skills.Ability to work independently and in a team.Familiarity with data analysis and reporting tools (e.g., Excel,).Project management certification (e.g., PMP) is a plus.Sounds like you? Let me know your thoughts or concerns and let’s get the dice rolling!Looking forward to hearing from you!",https://www.linkedin.com/jobs/view/4185208623/
4185265908,Data Analyst,Mid-Senior level,Full-time,Analyst,Business Consulting and Services and Data Infrastructure and Analytics,"JOB DESCRIPTION: Data AnalystAbout the Role: Are you passionate about data assessment, identifying gaps, and optimizing data architecture? We’re looking for a Data Analyst to help us make data-driven decisions by evaluating our data quality, mapping inconsistencies, and enhancing our data framework.  Key Responsibilities:Conduct data assessment to evaluate completeness, accuracy, and consistency across multiple datasets.Perform gap analysis to identify inconsistencies, missing data points, and integration challenges.Collaborate with data engineers and business teams to improve data architecture for scalability and efficiency.Develop data models, reports, and dashboards to translate insights into actionable strategies.Work with cross-functional teams to ensure data governance and compliance best practices.  Required Skills & Qualifications:2-5 years in data analysis, data assessment, or related roles.SQL, GCP, BIG QUERY, (power BI, GCP), looker studio, data flex google cloud work stationSkills: SQL, Python, Excel, Power BI/Tableau, and data visualization.Understanding of Data Architecture: Experience working with data warehouses, ETL processes, and relational databases.Analytical Mindset: Ability to identify trends, patterns, and inconsistencies in large datasets.Communication: Strong ability to translate technical findings into business insights.  Why Join Us? Work on high-impact data science projects in a customer-centric organization.Collaborate with cross-functional teams to shape the future of data-driven decision-making.Competitive salary, benefits, and career growth opportunities.Flexible work arrangements – hybrid or remote.",https://www.linkedin.com/jobs/view/4185265908/
4188145063,MIS Executive,Entry level,Full-time,Information Technology,Software Development,"About PhonePe Group: PhonePe is India’s leading digital payments company with 50 crore (500 Million) registered users and 3.7 crore (37 Million) merchants covering over 99% of the postal codes across India. On the back of its leadership in digital payments, PhonePe has expanded into financial services (Insurance, Mutual Funds, Stock Broking, and Lending) as well as adjacent tech-enabled businesses such as Pincode for hyperlocal shopping and Indus App Store which is India's first localized App Store. The PhonePe Group is a portfolio of businesses aligned with the company's vision to offer every Indian an equal opportunity to accelerate their progress by unlocking the flow of money and access to services.CultureAt PhonePe, we take extra care to make sure you give your best at work, Everyday! And creating the right environment for you is just one of the things we do. We empower people and trust them to do the right thing. Here, you own your work from start to finish, right from day one. Being enthusiastic about tech is a big part of being at PhonePe. If you like building technology that impacts millions, ideating with some of the best minds in the country and executing on your dreams with purpose and speed, join us!About PhonePe Group:PhonePe is India’s leading digital payments company with 50 crore (500 Million) registered users and 3.7 crore (37 Million) merchants covering over 99% of the postal codes across India. On the back of its leadership in digital payments, PhonePe has expanded into financial services (Insurance, Mutual Funds, Stock Broking, and Lending) as well as adjacent tech-enabled businesses such as Pincode for hyperlocal shopping and Indus App Store which is India's first localized App Store. The PhonePe Group is a portfolio of businesses aligned with the company's vision to offer every Indian an equal opportunity to accelerate their progress by unlocking the flow of money and access to services.About Pincode:Pincode is a shopping app that offers a revolutionary new approach to e-commerce. Pincode places the local stores and sellers at the forefront of the digital shopping growth story. With Pincode, every Indian shopkeeper, regardless of their location, is digitally empowered to tap into the vast potential of e-commerce, creating unprecedented opportunities for growth, while driving innovation at scale.Responsibilities: Business Growth -Provide recommendations to improve reporting efficiency and consistency acrossDrive quality in execution through data analysis , audits and providing such reports for reviewsGenerate and distribute management reports in accurate and timely mannerDevelop and maintain updated and accurate organization databasesGenerate reports through data analysisDo dipsticks on reports and recommendations to validate with on ground observations. Stakeholder Management-Liaise with internal stakeholders to ensure timely and accurate delivery of resources on groundWork with sales team to ensure resolution of queries on FL recruitment and payoutPrepare and circulate various data for supporting the teamsRequirements: Candidate must have sound knowledge of MIS, Data Management & be proficient in excelGraduate with good academic record; MBA would be a plus Proven working experience of 2 - 4 years in sales function would be preferred (off roll / on roll)Exposure to the start up environment is an added advantage.Strong ethics and discretion while dealing with customersGood communication skills and ability to correctly gather the requirements and convert them into a meaningful reportPhonePe Full Time Employee Benefits (Not applicable for Intern or Contract Roles)Insurance Benefits - Medical Insurance, Critical Illness Insurance, Accidental Insurance, Life InsuranceWellness Program - Employee Assistance Program, Onsite Medical Center, Emergency Support SystemParental Support - Maternity Benefit, Paternity Benefit Program, Adoption Assistance Program, Day-care Support ProgramMobility Benefits - Relocation benefits, Transfer Support Policy, Travel PolicyRetirement Benefits - Employee PF Contribution, Flexible PF Contribution, Gratuity, NPS, Leave Encashment Other Benefits - Higher Education Assistance, Car Lease, Salary Advance PolicyWorking at PhonePe is a rewarding experience! Great people, a work environment that thrives on creativity, the opportunity to take on roles beyond a defined job description are just some of the reasons you should work with us. Read more about PhonePe on our blog.Life at PhonePePhonePe in the news",https://www.linkedin.com/jobs/view/4188145063/
4183483050,Data Scientist,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"We are Lenovo. We do what we say. We own what we do. We WOW our customers.Lenovo is a US$57 billion revenue global technology powerhouse, ranked #248 in the Fortune Global 500, and serving millions of customers every day in 180 markets. Focused on a bold vision to deliver Smarter Technology for All, Lenovo has built on its success as the world’s largest PC company with a full-stack portfolio of AI-enabled, AI-ready, and AI-optimized devices (PCs, workstations, smartphones, tablets), infrastructure (server, storage, edge, high performance computing and software defined infrastructure), software, solutions, and services. Lenovo’s continued investment in world-changing innovation is building a more equitable, trustworthy, and smarter future for everyone, everywhere. Lenovo is listed on the Hong Kong stock exchange under Lenovo Group Limited (HKSE: 992) (ADR: LNVGY).This transformation together with Lenovo’s world-changing innovation is building a more inclusive, trustworthy, and smarter future for everyone, everywhere. To find out more visit www.lenovo.com, and read about the latest news via our StoryHub.We are seeking an innovative and detail-oriented Data Scientist to design, develop, and implement artificial intelligence solutions. You will work closely with data scientists, software engineers, and business stakeholders to build intelligent systems that solve complex problems and enhance decision-making processes.ResponsibilitiesData Collection Processing: Gather and preprocess structured and unstructured data from various sources (databases, APIs, logs). Ensure data integrity, quality, and consistency through cleansing and validation techniques.Data Analysis Modeling Perform exploratory data analysis (EDA) to uncover patterns, trends, and correlations. Build, train, and evaluate machine learning models (classification, regression, clustering, etc.). Apply statistical methods (A/B testing, hypothesis testing) for data-driven decision-making.Model Deployment Maintenance Implement and deploy models into production environments (cloud/on-premise). Monitor model performance and retrain as needed to maintain accuracy and efficiency.Visualization Reporting Create intuitive dashboards and reports using visualization tools (Tableau, Power BI, Matplotlib). Present insights and model outcomes to technical and non-technical stakeholders.Research Innovation Stay updated with advancements in data science, machine learning, and AI.Position Requirements Strong ability to understand the business and good stakeholder management capabilities and has mentored data scientists in developing ML solutions. Deep knowledge of the foundations of machine learning and statistics and has made significant original contributions to the area both in research and practice. Solid experience working with state-of-the-art supervised and unsupervised machine learning algorithms on real-world problems, forecasting using traditional and data science techniques, Text Analytics to uncover patterns within unstructured data sets Strong Python coding skills and able to work with at least one other programming language such as Spark/Scala. Ability to work in a big data ecosystem - expert in SQL Collaborating with IT and other internal groups to address data quality, master data management, data governance and metadata management goals and issues. Expertise on BI tools like Power BI and Tableau Experience with Machine Learning and AIQualifications Master’s degree in Operations Research, Applied Mathematics, Statistics, Computer Science, or related fields OR Bachelor’s degree in Engineering, IT, Mathematics, Sciences or other technical discipline with advanced certifications in Data Science Minimum 5 years of professional experience with Data Science Applications Demonstrated experience applying data science methods to real-world data problems Project management and time management skills – experience with end-to-end project management processes Ability to provide insight from multiple raw and refined data sourcesWe are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, religion, sexual orientation, gender identity, national origin, status as a veteran, and basis of disability or any federal, state, or local protected class.",https://www.linkedin.com/jobs/view/4183483050/
4183481585,Business Analyst - Telecom,Entry level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,"Primary skills:Business Analyst, Domain->Telecom->Telecom - ALL Telecom BSS/OSS Nokia Flowone Blue planet Inventory/MDSO Amdocs CRM/CramerA day in the life of an Infoscion As part of the Infosys consulting team, your primary role would be to get to the heart of customer issues, diagnose problem areas, design innovative solutions and facilitate deployment resulting in client delight. You will develop a proposal by owning parts of the proposal document and by giving inputs in solution design based on areas of expertise. You will plan the activities of configuration, configure the product as per the design, conduct conference room pilots and will assist in resolving any queries related to requirements and solution design You will conduct solution/product demonstrations, POC/Proof of Technology workshops and prepare effort estimates which suit the customer budgetary requirements and are in line with organization’s financial guidelines Actively lead small projects and contribute to unit-level and organizational initiatives with an objective of providing high quality value adding solutions to customers. If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! Ability to develop value-creating strategies and models that enable clients to innovate, drive growth and increase their business profitability Good knowledge on software configuration management systems Awareness of latest technologies and Industry trends Logical thinking and problem solving skills along with an ability to collaborate Understanding of the financial processes for various types of projects and the various pricing models available Ability to assess the current processes, identify improvement areas and suggest the technology solutions One or two industry domain knowledge Client Interfacing skills Project and Team management",https://www.linkedin.com/jobs/view/4183481585/
4184170215,Analyst,Associate,Full-time,Analyst,Advertising Services,"Years of Experience: 1-2 yearsLocation: Jaipur, RajasthanAbout the Role:We are looking for a dynamic Media Research Analyst to join our team. The ideal candidate will be responsible for conducting in-depth media research, analyzing industry trends, and creating insightful reports that help drive business decisions. This role requires strong analytical skills, excellent communication, and the ability to transform complex data into meaningful insights.Key Responsibilities:Conduct primary and secondary research on media trends, social media mentions, audience behavior, and industry shifts.Analyze media consumption patterns and generate actionable insights.Perform business analysis to identify opportunities, challenges, and potential solutions.Conduct stakeholder interviews to gather business requirements and translate them into research objectives.Prepare high-quality reports, presentations, and corporate documentation to support strategic decisions.Monitor market developments, competitor strategies, and industry benchmarks.Skills & Qualifications:Strong communication and writing skills with the ability to articulate insights effectively.Experience or interest in media research, business analysis, or media analysis.Ability to conduct qualitative and quantitative research using primary and secondary sources.Proficiency in creating reports, presentations, and data-driven insights.Capability to interact with corporates and industry stakeholders.Strong analytical mindset with attention to detail and problem-solving abilities.Preferred Qualifications:Bachelor’s or Master’s degree in Business, Media Studies, Marketing, Economics, or a related field.Prior experience in media analytics, market research, or consulting is a plus.Proficiency in research tools and data visualization platforms is an advantage.",https://www.linkedin.com/jobs/view/4184170215/
4188781674,Assistant Manager- Data Analytics,Mid-Senior level,Full-time,Analyst,Telecommunications,"At Deutsche Telekom Digital Labs, we create compelling digital propositions for the world's largest Telekom giant by building scalable and agile platforms to provide the best of digital experience to Deutsche Telekom customers across Europe.We aim to bring all the Deutsche Telekom customers onto our digital products by simplifying the experience. This includes innovative approaches to allow the user to explore compelling propositions, recommend most suitable services based on micro segmentation and so on.You ask what’s in it for you? We say,An opportunity to build digital products from scratch(literally from scratch) for one of the leading European telecoms(Deutsche Telekom) using latest technologies & on cloud native platforms.Enhanced customer experience, convergence, and increased business productivity, continuously investing into entrepreneurial value creation projects to build agility and cross functional teams in order to steer innovative business models.We are agile and focused on the overall makeup of the team. We believe that with the right team - anything is possible. If you’re looking for an environment that’s fun and friendly but incredibly fast- paced; a place where we measure the time between releases in days; a place where our focus begins and ends at the consumer - join us!Role: Data AnalyticsWe are searching for a candidate who will work with the Data & Customer Journeys and play a hands-on daily operational role as a “Data Reporting& Analytics Expert”with specific focus on TV applications and broadband devices.The candidate will contribute towards streamlining tracking & reporting across multiple central products / digital properties. This will include day to day work in defining & owning the roadmap for enabling tracking across applications and devices, preparing and scheduling general senior management reporting and assisting product/ marketing teams with adhoc reporting. The candidate is expected to contribute to the growth of the projects by ensuring the availability of accurate data to team members as well as working with team members to generate insights which are crucial to the success of the project. Additionally, the candidate will also work with local teams in the countries to help them in setting up the data measurement platforms as well as assistance in adhoc reporting.The candidate’s primary work will be as that of an individual contributor working on various reporting / analysis tasks. The candidate will also be required to work closely with the product / technology teams to continually enhance the reporting infrastructure and with the local reporting/ analytics teams to enhance their reporting infrastructure.Key Responsibilities:Ownership of the tracking methodologies to use across projects with a view to harmonize the data modelFormulate tagging guides for different projectsWorking with technology teams to implement the tagging guide as per specificationsTesting of new features and functionality to ensure tagging has been correctly implementedOwnership of reporting across different projectsCreating & enabling automated circulation of daily reports to key stakeholdersSetting up reporting infrastructure to support future project releasesAd hoc analysisWorking with product / marketing teams to analyse the performance of the product and campaignsIdentifying customer behaviour trends that can be leveraged by growth teams to achieve business objectives at scaleRequired Skill Sets:Highly proficient at Excel, SQL, PythonExperience in working with cloud-based data warehouses (like Redshift, Snowflake, etc.)Working knowledge of visualization tools like Tableau,PowerBI, Data Studio,etc.Good business knowledge and capability to grasp & understand KPI performance and impacts thereofPrevious experience with telecommunication and digital organizations is an advantageUnderstanding of telco products / services and telco metrics is an advantage.Some exposure to CRM and/or automated marketing practices is an advantageExperience with online analytics platforms (like Google Analytics, Firebase, Mixpanel) is desired",https://www.linkedin.com/jobs/view/4188781674/
4192209036,Data Analyst - B,Entry level,Full-time,Information Technology,IT Services and IT Consulting,"Job DescriptionData analysts import, inspect, clean, transform, validate, model, or interpret collections of data with regard to the business goals of the company. They ensure that the data sources and repositories provide consistent and reliable data. Data analysts use different algorithms and IT tools as demanded by the situation and the current data. They might prepare reports in the form of visualizations such as graphs, charts, and dashboards.Job Description - Grade SpecificThe roles plays a critical role in leveraging data analysis to provide insights and recommendations to the stakeholders. Technical skills combined with consulting skills to support decision-making, drive business growth, and deliver value through data-driven insights.Skills (competencies)",https://www.linkedin.com/jobs/view/4192209036/
4185423331,Associate Consultant (Data Analysis),Not Applicable,Full-time,Engineering,Hospitals and Health Care,"Job Overview:Provides high quality, on-time input to client projects in the life sciences field. Assignments range in complexity from basic analysis and problem solving to assisting in the development of more complex solutions. May serve as project leader for small teams or work streams.Essential Functions:• Assists with the review and analysis of client requirements or problems and assists in the development of proposals and client solutions.• Assists in the development of detailed documentation and specifications.• Performs quantitative or qualitative analyses to assist in the identification of client issues and the development of client specific solutions.• Assists in the design/structure and completion of presentations that are appropriate to the characteristics or needs of the audience.• Develops, and may present, complete client deliverables within known/identified frameworks and methodologies.• Proactively develops a basic knowledge of consulting methodologies and the life sciences market through the delivery of consulting engagements and participation in formal and informal learning opportunities.• Engagement based responsibilities are assigned and managed by Senior Consultants, Engagement Managers or Principals.Qualifications:• Bachelor's Degree Req• 3-8 years of related experience in SQL, Azure, Pyspark and Data Analysis.• Works willingly and effectively with others in and across the organization to accomplish team goals.• Knowledge and understanding of the fundamental processes of business, their interaction, and the impact of external/internal influences on decision making, growth and decline.• Knowledge of consulting methods, tools and techniques, related to one’s functional area.• Knowledge of current events and developments within an industry and major competitors.• Knowledge and understanding of the marketplace.• Knowledge of professional/trade associations, key people and companies.• Effective time management skills.",https://www.linkedin.com/jobs/view/4185423331/
4185672663,Risk Assistant,Mid-Senior level,Full-time,Other,"Capital Markets, Financial Services, and Banking","Risk Assistant Opportunity!We're seeking a highly motivated and detail-oriented Risk Assistant to join our team at our Kanjurmarg location!Desired Attribute:Must have work experience in Risk Dept for Capital Market/Broking for more than 3 yearsNISM Certified for Capital Market, SORM, and Equity Derivatives ModuleWilling to work in Night ShiftsProficient in MS Office Word, Excel & PowerPointJob Description:Understanding of the various Exchange Segments i.e. Equity, Equity Derivatives, Currency Derivatives, OFS, Buyback, SLBM , Commodities marketUnderstanding SPAN Margins, VAR Margins etcDetailed understanding of EOD & Peak MarginsUnderstanding MTF Product SEBI Guidelines and Margin FrameworkUnderstanding of Segregation Reporting, MG 13 Reporting , BOD and EOD AllocationExperience in giving Margin Calls & Squaring of PositionsPreparing Begin of Day and During the Day Risk NLV ReportsGenerating Deficiency Mailers & SMS and sending them to clientsResolving basic inter departmental and Customer Care Department queries",https://www.linkedin.com/jobs/view/4185672663/
4183904198,Analyst,Entry level,Full-time,Business Development and Sales,IT Services and IT Consulting,"Job description: Job Title- Senior Analyst Job Location: Gurugram ( Work from office)Time: 12:00 PM to 9:30 pm / 2:00 to 11:30 PM ( need to be comfortable for both the slots ) Job Responsibilities:To work on Private Equity / Real Estate / Hedge Fund Operations such as Fund / Financial Accounting -Book Keeping, Journal Posting, Preparation of Financial Statements. Management Fee Carried Interest and Expense Calculation & Posting. Capital Calls - Preparation of Capital Call memos, LC Opening, Follow Up with LPs for funding Distribution - Preparation of Distribution working, LP Memo Preparation, Fund Transfer Wire preparation, Repayment of LCs Reconciliation - Cash Reconciliation, Cash Tracking, Posting Entries, Cash reporting. Tracking of Capital transactions. Valuation - Valuation of Portfolio Investments. •To prepare and submit Fund and Investor Reports accurately as per SLA •To meet TAT and deliver error free services •To work on partnership accounting Applications •To strive to create a healthy and professional work environment in the team •Display interpersonal skills in handling the day to day operations on the floor. •Suggest and work on process improvements Idea Domain Skills:Very good understanding of Financial Accounting • General understanding of Capital Markets • General understanding of Banking • General understanding of Private Equity / Real Estate / Hedge Funds• Hands on experience of Private Equity / Real Estate / Hedge Funds systems • Reasonable understanding of Private Equity / Real Estate / Hedge Funds processes such as Accounting, Investor Reporting, Capital Calls, Distribution, Financial Statements etc. Essential General skills:Advanced knowledge of MS Office tools. • Very Good written & spoken communication skills; • Good Analytical Skills & problem solving skills • Pro-active & Positive Attitude • Ability to Work efficiently and effectively in a team; • Excellent Customer facing Skills and Ability to build Rapport with Clients • Have the ability to escalate issues on time to ensure quick resolution • Good phone & email etiquettes.",https://www.linkedin.com/jobs/view/4183904198/
4186761480,"Product Analyst (Full Time, Remote)",Entry level,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet","At Hike, we're building the Rush Gaming Universe 🎮 📲 💰To know more, check out work.hike.in.Hike Code 📝( Our core cultural values )The Hike Code is our value system. We aim to live and breathe by these every single day. They inspire us to be the best we can be and they are weaved into every part of our decision making, how we review performance and much more. We have 9 core values{​{:}}  Top Talent in Every Role → Both a quest for greatness & shared values are important to us 🦸‍♂️  Owner not a Renter → Proactive & radically responsible. Everyone is an owner ??  Pro-Sports Team → Strength-based, results driven with a ""team-first"" attitude ⚽️ Customer Obsession → We exist to delight our customers ??  Think Deeply & Exercise Good Judgement → Clear mind, obsession to simplify & data-informed 🙇‍♀️  Build & Make Magic → Courage to walk into the unknown and pioneer new fronts ??  Be Insatiably curious & keep Improving → Curiosity to acquire new perspectives, quickly 👨‍??  Move Fast & Be Dynamic→ Ruthless prioritization & move fast 🙋‍♂️  Dream Big, Be Bold & Think Long Term → Courage to climb big mountains ?? Skills & experience we're looking for 👨‍?? You have 2+ years of experience performing quantitative analysis, preferably for an Internet or technology company | Top Talent in Every Role  You have a Bachelor's degree in Math, Statistics, Comp Science, Engineering, or other technical field required; advanced degrees are strongly preferred  | Top Talent in Every Role  You are hands-on with Python and SQL | Top Talent in Every Role  You are comfortable manipulating, transforming, and analyzing complex, high-volume, high-dimensionality data from varying sources | Be Insatiably curious & keep Improving   You have excellent data visualization capabilities, coupled with a holistic sense of interpreting patterns in data and producing meaningful insights | Build & Make Magic  You have solid foundations in statistics and data modeling, as well as a hunger to learn and create impact with these skills | Top Talent in Every Role  You are familiar with BI tools (e.g. Tableau) Excellent data analysis and problem-solving skills  | Top Talent in Every Role  You have proven ability to work in a fast-paced environment, meet changing deadlines and priorities on multiple simultaneous projects | Move Fast & Be Dynamic  You have excellent organizational, communication, presentation and interpersonal skills | Top Talent in Every Role  You enjoy working in both individual and team settings | Pro-Sports Team   You will ??  Strategy → Perform quantitative analyses that translate data into actionable insights and provide analytical, data-driven decision-making  Strategy → Conduct competitive analysis to identify strengths, weaknesses, and opportunities in the market to help inform our strategy  Strategy → Own and evangelize data-driven experimentation in the team to improve the product offerings and document it  Operations → Enable reviews, deep dives and analyses through the effective use of data and communicate and report insights and recommendations  Collaboration → Collaborate with cross-functional partners to understand their business needs, formulate and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations 💰 Benefits → We have tremendous benefits & perks. Check out work.hike.in to know more",https://www.linkedin.com/jobs/view/4186761480/
4184566197,N/A,N/A,N/A,N/A,N/A,N/A,https://www.linkedin.com/jobs/view/4184566197/
4185483741,Associate,Associate,Full-time,"Finance, Other, and Management","Financial Services, Banking, and Investment Banking","Skill - IRRBB ReportingLocation - Bangalore / ChennaiExperience - 3+ Years of Experience· Qualifications: Finance Professionals (Qualified Chartered Accountant) or MBA (Finance) from a reputed institution. Certifications like FRM, PRM or CFA will be an added advantage. · Experience: Around 4-6 years of relevant operations / reporting experience and 2+ years of IRRBB reporting experience in a bank similar in scale and complexity as that of SCB.· Strong understanding of banking processes and financial products: · Strong knowledge on various Banking Book products (like deposits, loans etc.) and comprehensively understands the impact of changes in the interest rates. · Understands the pricing of financial products. · Understands the impact of changes in Yield Curve on the Banking Book. · Understand hedging products used by Treasury like interest rate swaps, FX Forwards for management of interest rate risk.Banking Product Mandate, Financial Products(swaps, forwards)and other derivatives",https://www.linkedin.com/jobs/view/4185483741/
4186261842,N/A,N/A,N/A,N/A,N/A,N/A,https://www.linkedin.com/jobs/view/4186261842/
4183486144,Business Analyst - Wealth Management,Entry level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,"Primary skills:Domain->Capital Markets->Wealth ManagementA day in the life of an Infoscion As part of the Infosys consulting team, your primary role would be to get to the heart of customer issues, diagnose problem areas, design innovative solutions and facilitate deployment resulting in client delight. You will develop a proposal by owning parts of the proposal document and by giving inputs in solution design based on areas of expertise. You will plan the activities of configuration, configure the product as per the design, conduct conference room pilots and will assist in resolving any queries related to requirements and solution design You will conduct solution/product demonstrations, POC/Proof of Technology workshops and prepare effort estimates which suit the customer budgetary requirements and are in line with organization’s financial guidelines Actively lead small projects and contribute to unit-level and organizational initiatives with an objective of providing high quality value adding solutions to customers. If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! Ability to develop value-creating strategies and models that enable clients to innovate, drive growth and increase their business profitability Good knowledge on software configuration management systems Awareness of latest technologies and Industry trends Logical thinking and problem solving skills along with an ability to collaborate Understanding of the financial processes for various types of projects and the various pricing models available Ability to assess the current processes, identify improvement areas and suggest the technology solutions One or two industry domain knowledge Client Interfacing skills Project and Team management",https://www.linkedin.com/jobs/view/4183486144/
